TS_Pcomp,TS_Pscav,TS_Texh,TS_Ntc,TS_Pmax,TS_PR,TS_Ntc_Pscav,TS_Pcomp_Pscav,Estimated engine load(ems)
64.66477,1.8311294,309.4907,11216.505,81.45806,20.814125,6442.565,36.229137,51.615932
65.04157,1.8302749,313.96185,10631.465,80.54682,21.20269,6491.2915,36.459934,51.542934
65.5134,1.8047656,318.28635,11488.26,81.141426,20.947206,6418.2446,36.374012,51.773808
64.66041,1.680769,309.4576,10928.961,80.10565,20.89624,6487.5093,36.170895,51.1918
65.58977,1.7393326,316.40112,11424.863,80.90441,21.088837,6456.264,35.993797,51.63188
64.31945,1.8207477,308.3635,10939.049,80.54646,20.952524,6447.683,36.355263,50.29832
66.27558,1.8419888,316.41962,10656.505,80.76061,21.288555,6483.4536,36.024555,51.348835
65.00326,1.7902228,314.4373,11101.197,80.469315,21.01038,6430.8154,36.532764,50.550713
65.02208,1.7908134,316.44888,11405.89,79.65463,20.742905,6515.26,36.320053,50.63653
65.04376,1.7591848,316.0928,11111.897,80.644394,21.29972,6315.5737,35.92893,51.52919
65.49079,1.8401868,314.4101,11155.037,80.408905,20.982405,6494.152,36.119717,49.839516
63.720184,1.7983512,309.41785,10590.591,80.85181,21.133522,6443.099,36.42859,50.41377
64.569664,1.822089,319.15765,10970.557,80.61797,20.411354,6401.231,36.370285,50.663143
65.66786,1.8027698,317.1001,10624.289,80.47895,20.758244,6345.5083,36.305817,50.318657
64.76302,1.8062619,316.98965,10609.016,80.159996,21.076551,6544.9707,36.06557,50.605812
64.19023,1.7169101,309.35068,10627.454,80.46502,21.170927,6570.531,36.189217,48.231262
65.23876,1.8277706,315.27188,10611.845,80.697876,20.731285,6567.454,36.829002,48.863403
65.18508,1.7555637,317.11438,11156.945,79.75775,20.761454,6527.975,36.998104,50.509144
64.67874,1.8040025,315.76447,10604.806,79.76964,21.138514,6546.301,36.38746,50.59906
63.277992,1.699485,316.8244,10636.761,79.374504,20.409012,6534.4385,36.30522,50.034737
64.38065,1.7667902,309.69272,10627.918,79.35988,21.010939,6549.977,36.262703,50.066822
64.55951,1.7026068,314.4793,10604.834,79.95689,20.963547,6459.205,36.135677,49.516487
63.558945,1.7701803,310.8413,10625.17,80.43032,20.601492,6513.701,36.72163,49.86056
64.17189,1.7443966,315.8726,10610.31,79.968834,21.060762,6623.5044,36.941826,50.07702
63.09132,1.7297337,317.1502,10673.372,79.61593,20.49841,6561.1274,36.373837,48.946415
63.323967,1.7127056,310.01944,10628.459,79.78364,20.665817,6551.042,36.593372,49.753944
63.597157,1.7583678,320.1647,10607.325,80.188286,21.027433,6541.925,36.902824,48.222458
63.764706,1.7619158,312.54922,10557.58,79.25058,21.03199,6595.6924,36.055614,49.263588
64.25384,1.6871098,309.90088,10609.172,80.08675,20.354622,6685.158,37.132835,49.778336
63.243652,1.7343675,318.6084,10607.807,80.12145,20.736153,6401.6133,37.092743,49.126575
62.860157,1.5903918,309.83557,10639.225,79.09246,21.241966,6658.09,36.71024,49.36688
64.44655,1.6862799,318.7601,10642.106,79.6647,20.710615,6605.9014,36.628773,50.409214
63.502735,1.7300191,318.24466,10601.575,79.17566,20.622742,6501.5674,36.92047,48.604607
63.570335,1.7349923,315.22144,10604.763,79.180145,20.7813,6606.7334,37.51505,48.384533
63.883823,1.68813,311.2081,10581.482,79.292274,21.27204,6646.8433,36.819977,47.74511
63.431583,1.7163553,317.82956,10584.29,79.17579,21.16351,6670.9014,37.477604,48.000362
62.543243,1.6990131,317.17014,10593.118,79.74176,20.83514,6638.7583,37.13907,49.003353
62.185368,1.7507597,314.56207,10606.6455,79.30328,21.004162,6656.3545,37.256565,47.754646
62.993393,1.6641257,322.78546,10608.741,79.223854,20.26515,6662.0654,37.38822,48.03852
63.684303,1.6656116,315.39597,10569.074,79.49351,20.795826,6711.3584,37.659843,48.16991
